name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Japan Sales
Street Fighter 30th Anniversary Collection,2018-05-29,3,4,45,73,2024-04-15 12:29:51,45,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,2D,Partial Controller Support,Classic,Online multiplayer,Split Screen,Local Multiplayer,Anime,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,552989,119954,Capcom,Capcom,40000
Street Fighter 30th Anniversary Collection,2018-05-29,3,4,45,73,2024-04-15 12:29:51,45,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,2D,Partial Controller Support,Classic,Online multiplayer,Split Screen,Local Multiplayer,Anime,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,552989,119954,Capcom,Capcom,10000
Street Fighter 30th Anniversary Collection,2018-05-29,3,4,45,73,2024-04-15 12:29:51,45,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,Nintendo Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,2D,Partial Controller Support,Classic,Online multiplayer,Split Screen,Local Multiplayer,Anime,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,552989,119954,Capcom,Capcom,0
Captain Toad: Treasure Tracker,2014-11-13,4,4,182,81,2024-04-30 11:39:24,187,Everyone,'Puzzle',0,0,0,0,0,0,0,0,0,0,1,Wii U,Nintendo Switch,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,0,0,0,0,0,0,0,0,exclusive,Puzzle-Platformer,puzzles,3D Platformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8322,9046,Nintendo,Nintendo EPD,40000
Madden NFL 16,2015-08-25,2,3,64,84,2023-04-25 15:30:20,65,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox 360,Xbox One,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Multiplayer,online,battle,reality-based,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18435,14742,EA Sports,EA Tiburon,310000
Madden NFL 16,2015-08-25,2,3,64,84,2023-04-25 15:30:20,65,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox 360,Xbox One,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Multiplayer,online,battle,reality-based,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18435,14742,EA Sports,EA Tiburon,80000
Madden NFL 16,2015-08-25,2,3,64,84,2023-04-25 15:30:20,65,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox 360,Xbox One,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Multiplayer,online,battle,reality-based,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18435,14742,EA Sports,EA Tiburon,20000
Madden NFL 16,2015-08-25,2,3,64,84,2023-04-25 15:30:20,65,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox 360,Xbox One,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,Multiplayer,online,battle,reality-based,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18435,14742,EA Sports,EA Tiburon,70000
Hyperdimension Neptunia U: Action Unleashed,2014-08-28,3,4,34,73,2023-05-25 12:03:32,34,Teen,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PS Vita,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Funny,Female Protagonist,Comedy,Anime,Nudity,Hack and Slash,Cute,Mature,Memes,Beat 'em up,Sexual Content,Visual Novel,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,536470,112325,Idea Factory International,Compile Heart,10000
WWE 2K19,2018-10-05,3,4,103,76,2024-06-16 14:54:21,106,Teen,'Simulation',Sports,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Co-op,cooperative,Violent,Split Screen,Local Co-Op,Wrestling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,547486,110908,2K Sports,Visual Concepts,460000
WWE 2K19,2018-10-05,3,4,103,76,2024-06-16 14:54:21,106,Teen,'Simulation',Sports,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Co-op,cooperative,Violent,Split Screen,Local Co-Op,Wrestling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,547486,110908,2K Sports,Visual Concepts,140000
Puyo Puyo Tetris,2014-02-06,4,4,99,81,2023-12-09 15:00:38,101,Everyone 10+,'Action',Arcade,Casual,Puzzle,0,0,0,0,0,0,0,3,PlayStation 4,PS Vita,Nintendo 3DS,Xbox One,PC,Nintendo Switch,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,2D,Horror,Funny,Steam Leaderboards,Classic,Female Protagonist,Online multiplayer,Split Screen,Local Multiplayer,Anime,Cute,Colorful,Competitive,puzzles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,559295,115089,Sega,Sonic Team,30000
Madden NFL 17,2016-08-23,3,3,67,82,2023-04-25 15:32:38,67,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox One,PlayStation 4,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox 360 Store,Xbox Store,0,0,0,0,0,0,Multiplayer,online,fun,history,reality-based,ball,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,18435,14742,EA Sports,EA Tiburon,370000
Madden NFL 17,2016-08-23,3,3,67,82,2023-04-25 15:32:38,67,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox One,PlayStation 4,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox 360 Store,Xbox Store,0,0,0,0,0,0,Multiplayer,online,fun,history,reality-based,ball,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,18435,14742,EA Sports,EA Tiburon,40000
Madden NFL 17,2016-08-23,3,3,67,82,2023-04-25 15:32:38,67,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox One,PlayStation 4,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox 360 Store,Xbox Store,0,0,0,0,0,0,Multiplayer,online,fun,history,reality-based,ball,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,18435,14742,EA Sports,EA Tiburon,50000
Madden NFL 17,2016-08-23,3,3,67,82,2023-04-25 15:32:38,67,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox One,PlayStation 4,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox 360 Store,Xbox Store,0,0,0,0,0,0,Multiplayer,online,fun,history,reality-based,ball,bear,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,18435,14742,EA Sports,EA Tiburon,50000
Madden NFL 18,2017-08-25,3,4,81,83,2023-04-25 15:32:29,82,Everyone 10+,'Sports',0,0,0,0,0,0,0,0,0,0,2,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,PlayStation Store,0,0,0,0,0,0,0,3D,online,reality-based,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12463,12826,EA Sports,EA Tiburon,420000
Madden NFL 18,2017-08-25,3,4,81,83,2023-04-25 15:32:29,82,Everyone 10+,'Sports',0,0,0,0,0,0,0,0,0,0,2,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,PlayStation Store,0,0,0,0,0,0,0,3D,online,reality-based,american-football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12463,12826,EA Sports,EA Tiburon,70000
BlazBlue: Cross Tag Battle,2018-05-31,3,4,55,73,2023-11-19 23:41:53,55,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Steam Leaderboards,Online multiplayer,Split Screen,Pixel Graphics,Controller,Local Multiplayer,Anime,Cute,2D Fighter,e-sports,Tutorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547351,115089,Arc System Works,Arc System Works,10000
Fist of The North Star: Lost Paradise,2018-03-08,3,4,43,72,2023-12-25 21:45:27,44,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,1,PlayStation 4,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Singleplayer,Atmospheric,Action-Adventure,role-playing,exclusive,Beat 'em up,true exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7932,7961,Sega,Sega,50000
ScreamRide,2015-02-16,2,3,41,73,2024-01-02 00:16:59,41,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,Xbox One,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,0,Sci-fi,exclusive,Physics,Building,puzzles,Destruction,rollercoaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8444,6781,Microsoft Studios,Frontier Developments,10000
ScreamRide,2015-02-16,2,3,41,73,2024-01-02 00:16:59,41,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,Xbox One,Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Xbox 360 Store,0,0,0,0,0,0,0,Sci-fi,exclusive,Physics,Building,puzzles,Destruction,rollercoaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8444,6781,Microsoft Studios,Frontier Developments,0
Metroid: Samus Returns,2017-09-15,4,4,126,88,2024-08-05 07:02:04,131,Everyone 10+,'Action',Platformer,0,0,0,0,0,0,0,0,0,1,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,0,0,0,0,0,0,0,0,exclusive,true exclusive,Metroidvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1693,9046,Nintendo,Mercury Steam,150000
The Legend of Heroes: Trails of Cold Steel II,2014-09-25,4,5,46,73,2024-04-09 14:29:46,46,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,3,PS Vita,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Partial Controller Support,Fantasy,Anime,role-playing,Turn-Based,JRPG,Mechs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,546461,112325,Xseed Games,Nihon Falcom Corporation,40000
The Legend of Heroes: Trails of Cold Steel II,2014-09-25,4,5,46,73,2024-04-09 14:29:46,46,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,3,PS Vita,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Partial Controller Support,Fantasy,Anime,role-playing,Turn-Based,JRPG,Mechs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,546461,112325,Xseed Games,Nihon Falcom Corporation,40000
MotoGP 15,2015-06-23,3,3,10,73,2023-06-19 04:45:59,10,Everyone 10+,'Simulation',Sports,Racing,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox 360,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,steam-trading-cards,Partial Controller Support,Split Screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,540995,107959,Milestone S.r.l.,Milestone S.r.l.,130000
MotoGP 15,2015-06-23,3,3,10,73,2023-06-19 04:45:59,10,Everyone 10+,'Simulation',Sports,Racing,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox 360,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,steam-trading-cards,Partial Controller Support,Split Screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,540995,107959,Milestone S.r.l.,Milestone S.r.l.,20000
MotoGP 15,2015-06-23,3,3,10,73,2023-06-19 04:45:59,10,Everyone 10+,'Simulation',Sports,Racing,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox 360,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,steam-trading-cards,Partial Controller Support,Split Screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,540995,107959,Milestone S.r.l.,Milestone S.r.l.,30000
MotoGP 15,2015-06-23,3,3,10,73,2023-06-19 04:45:59,10,Everyone 10+,'Simulation',Sports,Racing,0,0,0,0,0,0,0,0,3,PlayStation 3,Xbox 360,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,steam-trading-cards,Partial Controller Support,Split Screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,540995,107959,Milestone S.r.l.,Milestone S.r.l.,10000
Xenoblade Chronicles,2010-06-10,4,5,117,89,2024-08-28 20:38:20,119,Teen,'Action',RPG,0,0,0,0,0,0,0,0,0,1,Nintendo 3DS,Wii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,0,0,0,0,0,0,0,0,RPG,role-playing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3923,9046,Nintendo,Monolith Soft,150000
Attack on Titan 2,2018-04-18,3,4,61,75,2024-02-24 11:06:39,62,Mature,'Action',0,0,0,0,0,0,0,0,0,0,4,PS Vita,PlayStation 4,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,RPG,Co-op,Open World,cooperative,Partial Controller Support,Horror,Online Co-Op,Gore,Online multiplayer,Anime,Nudity,Character Customization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,554436,119954,Koei Tecmo,Omega Force,20000
Attack on Titan 2,2018-04-18,3,4,61,75,2024-02-24 11:06:39,62,Mature,'Action',0,0,0,0,0,0,0,0,0,0,4,PS Vita,PlayStation 4,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,RPG,Co-op,Open World,cooperative,Partial Controller Support,Horror,Online Co-Op,Gore,Online multiplayer,Anime,Nudity,Character Customization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,554436,119954,Koei Tecmo,Omega Force,40000
NBA 2K Playgrounds 2,2018-10-16,3,3,44,68,2024-07-07 13:54:29,45,Everyone,'Sports',0,0,0,0,0,0,0,0,0,0,4,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Nintendo Store,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Online Co-Op,Online multiplayer,Local Co-Op,Local Multiplayer,Basketball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,552989,119954,2K Games,Saber Interactive,50000
Secret of Mana,2010-12-21,3,3,38,60,2019-09-17 10:18:15,38,Everyone,'Action',RPG,0,0,0,0,0,0,0,0,0,4,Android,iOS,PC,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Google Play,App Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,Great Soundtrack,RPG,Co-op,Story Rich,cooperative,Fantasy,Classic,Local Co-Op,Action RPG,Anime,role-playing,Cute,Remake,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,673029,198699,Square Enix,Square,120000
Starlink: Battle for Atlas,2018-10-16,3,4,45,74,2024-07-24 17:47:31,47,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Nintendo Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,steam-trading-cards,Co-op,Partial Controller Support,Split Screen,Space,role-playing,In-App Purchases,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,552989,111993,Ubisoft,Ubisoft Toronto,170000
Xenoblade Chronicles 2: Torna ~ The Golden Country,2018-09-14,4,5,89,73,2023-11-20 21:41:05,90,Teen,'RPG',0,0,0,0,0,0,0,0,0,0,1,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,0,0,0,0,0,0,0,0,role-playing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5503,9046,Nintendo,Monolith Soft,50000
Goosebumps: The Game,2015-10-12,3,3,25,73,2023-04-14 07:57:14,25,Everyone 10+,'Action',Adventure,Casual,0,0,0,0,0,0,0,0,6,PC,PlayStation 4,Xbox 360,Xbox One,PlayStation 3,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Xbox Store,Steam,Nintendo Store,Xbox 360 Store,0,0,0,Singleplayer,Steam Achievements,Full controller support,Horror,Point & Click,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,555151,128152,GameMill Entertainment,WayForward,20000
Robinson: The Journey,2016-11-08,3,3,49,73,2023-12-16 00:02:38,49,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Full controller support,VR,Dinosaurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,541848,106043,Sony Interactive Entertainment,Crytek,90000
Berserk and the Band of the Hawk,2016-10-27,3,4,52,60,2024-03-13 19:58:54,52,Adults Only,'Action',0,0,0,0,0,0,0,0,0,0,2,PC,PlayStation 3,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Great Soundtrack,Story Rich,Horror,Gore,Violent,Anime,Nudity,Hack and Slash,Mature,Dark Fantasy,Memes,Sexual Content,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,546461,106043,Tecmo Koei,Omega Force,20000
