name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Total Sales
Detroit: Become Human,2018-05-25,4,5,3096,79,2024-08-24 15:48:54,3157,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Epic Games,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Story Rich,Third Person,Sci-fi,Exploration,Female Protagonist,Violent,Action-Adventure,exclusive,Replay Value,Choices Matter,Cinematic,Futuristic,Cyberpunk,Multiple Endings,Robots,3rd-Person Perspective,Detective,Drama,Narration,America,Emotional,Beautiful,Dynamic Narration,Remote Play on TV,european,futurism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,541848,107388,Quantic Dream,Quantic Dream,2500000
Dishonored 2,2016-11-10,4,4,1944,86,2024-08-20 09:16:40,1965,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,First-Person,Gore,Exploration,Female Protagonist,Stealth,Magic,Parkour,Dystopian,Steampunk,Assassin,Illuminati,Heist,Supernatural,Immersive Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,117190,Bethesda Softworks,Arkane Studios,2500000
Hellblade: Senua's Sacrifice,2017-08-07,4,5,2210,83,2024-08-26 16:43:42,2263,Mature,'Action',Adventure,Indie,0,0,0,0,0,0,0,0,5,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Xbox Store,Nintendo Store,Steam,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Story Rich,Third Person,Horror,Fantasy,Female Protagonist,Violent,Action-Adventure,Dark,Hack and Slash,Dark Fantasy,Realistic,Walking Simulator,Blood,Psychological,Mythology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,126236,Ninja Theory,Ninja Theory,1000000
Hellblade: Senua's Sacrifice,2017-08-07,4,5,2210,83,2024-08-26 16:43:42,2263,Mature,'Action',Adventure,Indie,0,0,0,0,0,0,0,0,5,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Xbox Store,Nintendo Store,Steam,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Story Rich,Third Person,Horror,Fantasy,Female Protagonist,Violent,Action-Adventure,Dark,Hack and Slash,Dark Fantasy,Realistic,Walking Simulator,Blood,Psychological,Mythology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,126236,Ninja Theory,Ninja Theory,420000
Hellblade: Senua's Sacrifice,2017-08-07,4,5,2210,83,2024-08-26 16:43:42,2263,Mature,'Action',Adventure,Indie,0,0,0,0,0,0,0,0,5,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Xbox Store,Nintendo Store,Steam,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Story Rich,Third Person,Horror,Fantasy,Female Protagonist,Violent,Action-Adventure,Dark,Hack and Slash,Dark Fantasy,Realistic,Walking Simulator,Blood,Psychological,Mythology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,126236,Microsoft Studios,Ninja Theory,100000
Control,2019-08-27,4,4,1899,84,2024-08-25 13:35:52,1946,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,5,Xbox Series S/X,PlayStation 5,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,Xbox Store,Epic Games,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Third Person,Sci-fi,Exploration,Female Protagonist,Action-Adventure,Cinematic,Metroidvania,3rd-Person Perspective,Detective,Supernatural,Abstract,realism,paranormal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,549565,118535,505 Games,Remedy Entertainment,4000000
Star Wars Jedi: Fallen Order,2019-11-15,4,4,2139,80,2024-08-28 10:32:33,2199,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,PlayStation 5,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Story Rich,Third Person,Sci-fi,Difficult,Exploration,Space,Hack and Slash,Metroidvania,3rd-Person Perspective,Heist,Souls-like,Star Wars,ea play,cinema,lightsaber,Singe-player,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,548524,112188,Electronic Arts,Respawn Entertainment,10000000
Death Stranding,2019-11-08,4,5,1982,84,2024-08-20 09:14:45,2037,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,PlayStation Store,Epic Games,Steam,0,0,0,0,0,Singleplayer,Atmospheric,Great Soundtrack,Story Rich,Open World,Third Person,Sci-fi,Partial Controller Support,Horror,Exploration,Survival,Stealth,Action-Adventure,Nudity,Post-apocalyptic,Cinematic,Aliens,Memes,Walking Simulator,3rd-Person Perspective,Drama,Heist,Masterpiece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,541848,112253,Sony Interactive Entertainment,Kojima Productions,5000000
Mortal Kombat X,2015-04-07,3,4,2048,76,2024-08-27 12:22:30,2057,Mature,'Action',Fighting,0,0,0,0,0,0,0,0,0,5,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Xbox Store,Steam,Google Play,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Third Person,Horror,Online Co-Op,Fantasy,Gore,Steam Leaderboards,Female Protagonist,Violent,Local Multiplayer,Mature,Competitive,Blood,2.5D,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,203564,Warner Bros. Interactive Entertainment,NetherRealm Studios,11000000
Fall Guys: Ultimate Knockout,2020-08-04,3,4,1290,80,2024-08-20 10:51:19,1314,Everyone,'Action',Sports,Casual,Massively Multiplayer,Indie,0,0,0,0,0,0,5,Xbox One,PlayStation 4,PC,Nintendo Switch,Xbox Series S/X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Epic Games,PlayStation Store,Steam,Nintendo Store,0,0,0,0,Steam Achievements,Full controller support,Online multiplayer,Cross-Platform Multiplayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,553845,121187,Devolver Digital,Mediatonic,11000000
Fall Guys: Ultimate Knockout,2020-08-04,3,4,1290,80,2024-08-20 10:51:19,1314,Everyone,'Action',Sports,Casual,Massively Multiplayer,Indie,0,0,0,0,0,0,5,Xbox One,PlayStation 4,PC,Nintendo Switch,Xbox Series S/X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Epic Games,PlayStation Store,Steam,Nintendo Store,0,0,0,0,Steam Achievements,Full controller support,Online multiplayer,Cross-Platform Multiplayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,553845,121187,Devolver Digital,Mediatonic,11000000
Monster Hunter: World,2018-01-26,4,5,1580,89,2024-08-12 21:23:08,1601,Teen,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Partial Controller Support,Online Co-Op,Fantasy,Difficult,Exploration,Action RPG,Action-Adventure,stats,Hack and Slash,Character Customization,Replay Value,JRPG,3rd-Person Perspective,Souls-like,Hunting,Dinosaurs,Monsters,atmosphere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,547486,110908,Capcom,Capcom,26300000
Monster Hunter: World,2018-01-26,4,5,1580,89,2024-08-12 21:23:08,1601,Teen,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Partial Controller Support,Online Co-Op,Fantasy,Difficult,Exploration,Action RPG,Action-Adventure,stats,Hack and Slash,Character Customization,Replay Value,JRPG,3rd-Person Perspective,Souls-like,Hunting,Dinosaurs,Monsters,atmosphere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,547486,110908,Capcom,Capcom,4000000
Hades,2020-09-17,4,5,1880,93,2024-08-25 16:12:50,1918,Teen,'Action',Adventure,RPG,Indie,0,0,0,0,0,0,0,5,PlayStation 5,Xbox Series S/X,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Nintendo Store,Epic Games,PlayStation Store,Xbox Store,0,0,0,0,Singleplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Story Rich,2D,Fantasy,Action RPG,Action-Adventure,Early Access,Hack and Slash,Replay Value,Roguelike,Isometric,Roguelite,Dungeon Crawler,Hand-drawn,Perma Death,dungeons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,554999,121234,Supergiant Games,Supergiant Games,1000000
Cities: Skylines,2015-03-10,4,4,1468,85,2024-08-20 10:49:22,1478,Everyone,'Strategy',Simulation,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,Linux,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Funny,Sandbox,Steam Workshop,Includes level editor,Moddable,Family Friendly,Replay Value,Realistic,Building,Management,Real-Time with Pause,Economy,Resource Management,City Builder,Mod,Modern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,735039,121299,Paradox Interactive,Colossal Order,13000000
Cities: Skylines,2015-03-10,4,4,1468,85,2024-08-20 10:49:22,1478,Everyone,'Strategy',Simulation,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,Linux,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Funny,Sandbox,Steam Workshop,Includes level editor,Moddable,Family Friendly,Replay Value,Realistic,Building,Management,Real-Time with Pause,Economy,Resource Management,City Builder,Mod,Modern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,735039,121299,Paradox Interactive,Colossal Order,12000000
Cities: Skylines,2015-03-10,4,4,1468,85,2024-08-20 10:49:22,1478,Everyone,'Strategy',Simulation,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,Linux,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Funny,Sandbox,Steam Workshop,Includes level editor,Moddable,Family Friendly,Replay Value,Realistic,Building,Management,Real-Time with Pause,Economy,Resource Management,City Builder,Mod,Modern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,735039,121299,Paradox Interactive,Colossal Order,5000000
Middle-earth: Shadow of War,2017-09-27,3,4,1326,82,2024-08-15 08:36:03,1337,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,6,PC,Xbox One,PlayStation 4,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,App Store,Xbox Store,Steam,Google Play,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Fantasy,Gore,Violent,Stealth,Action RPG,Anime,Hack and Slash,War,In-App Purchases,Dark Fantasy,Medieval,Magic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,599869,209846,Warner Bros. Interactive Entertainment,Monolith Productions,3000000
Far Cry 5,2018-03-27,3,4,2048,80,2024-08-26 15:01:24,2088,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Story Rich,Open World,cooperative,First-Person,Partial Controller Support,FPS,Exploration,Female Protagonist,Survival,Stealth,Includes level editor,Character Customization,Captions available,Memes,Illuminati,America,Hunting,microtransactions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Ubisoft,Ubisoft,10000000
Undertale,2015-09-14,4,5,1779,92,2024-08-25 17:09:23,1810,Everyone 10+,'RPG',Indie,0,0,0,0,0,0,0,0,0,5,Xbox Series S/X,Nintendo Switch,Xbox One,PC,macOS,Linux,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Steam,GOG,PlayStation Store,Xbox Store,0,0,0,0,Singleplayer,Great Soundtrack,RPG,Story Rich,2D,Horror,Funny,Comedy,Pixel Graphics,Retro,Dark,role-playing,Replay Value,Cute,Choices Matter,Memes,Multiple Endings,overlay,Bullet Hell,Dating Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,737458,126236,Toby Fox,Toby Fox,3580000
Warhammer: Vermintide 2,2018-03-08,3,4,740,82,2024-08-28 15:29:17,751,Mature,'Action',Indie,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Co-op,cooperative,Online Co-Op,Gore,Violent,Games Workshop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,547486,110908,Fatshark,Fatshark,2000000
Shadow of the Tomb Raider,2018-09-14,3,4,1564,78,2024-07-20 13:25:59,1581,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,PlayStation 4,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Epic Games,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,Third Person,Gore,Exploration,Female Protagonist,Survival,Violent,Stealth,Action-Adventure,Dark,Lara Croft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,729536,112253,Square Enix,Eidos Montreal,4120000
Tom Clancy's Rainbow Six Siege,2015-12-01,3,4,1472,75,2024-08-11 18:43:37,1486,Teen,'Action',Shooter,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,PlayStation 4,Xbox Series S/X,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,First-Person,Partial Controller Support,FPS,Online Co-Op,Female Protagonist,Tactical,Physics,Realistic,Team-Based,Competitive,Destruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,549565,112253,Ubisoft,Ubisoft Montreal,10000000
Firewatch,2016-02-08,4,5,2391,81,2024-08-18 01:55:44,2425,Mature,'Adventure',Indie,0,0,0,0,0,0,0,0,0,5,macOS,Linux,Nintendo Switch,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,GOG,Nintendo Store,0,0,0,0,Atmospheric,Great Soundtrack,Story Rich,Horror,Exploration,Short,Mystery,Mature,Colorful,Walking Simulator,Visual Novel,Drama,Interactive Fiction,Thriller,interactive movie,interactive game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,735039,126236,Panic,Campo Santo,2500000
Metro Exodus,2019-02-13,4,4,1606,81,2024-08-24 21:50:26,1635,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PC,PlayStation 5,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,Xbox Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,First-Person,Sci-fi,Horror,FPS,Gore,Exploration,Survival,Violent,Stealth,Survival Horror,Post-apocalyptic,Crafting,Cinematic,steam,meat,category,russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,548593,118535,Deep Silver,4a-games,10000000
Metro Exodus,2019-02-13,4,4,1606,81,2024-08-24 21:50:26,1635,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PC,PlayStation 5,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,Xbox Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,First-Person,Sci-fi,Horror,FPS,Gore,Exploration,Survival,Violent,Stealth,Survival Horror,Post-apocalyptic,Crafting,Cinematic,steam,meat,category,russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,548593,118535,Deep Silver,4a-games,200000
Sekiro: Shadows Die Twice,2019-03-22,4,5,1986,90,2024-08-25 04:03:42,2020,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,0,0,0,0,0,0,Singleplayer,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Partial Controller Support,Difficult,Exploration,Violent,Stealth,Action RPG,Action-Adventure,Nudity,Dark Fantasy,Memes,Sexual Content,JRPG,3rd-Person Perspective,Assassin,Ninja,Souls-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Activision,From Software,10000000
Assassin's Creed Odyssey,2018-10-05,3,4,1998,85,2024-08-28 10:27:05,2030,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Atmospheric,steam-trading-cards,RPG,Story Rich,Open World,Third Person,Partial Controller Support,Female Protagonist,Stealth,In-App Purchases,Captions available,Historical,Parkour,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,552989,121299,Ubisoft,Ubisoft Quebec,10000000
No Man's Sky,2016-08-09,3,4,1513,75,2024-08-28 19:48:25,1525,Teen,'Action',Adventure,RPG,Simulation,Massively Multiplayer,Indie,0,0,0,0,0,5,Nintendo Switch,Xbox One,PC,PlayStation 4,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Open World,First-Person,Sci-fi,Horror,FPS,Exploration,Sandbox,Survival,Space,controller support,Mystery,Crafting,overlay,online,achievements,Procedural Generation,Illuminati,console,Epic,offline,nature,Science,fight,weapons,cloud saves,Space Sim,journey,ship,planets,galaxy,light,sun,sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,554096,126236,Hello Games,Hello Games,1400000
Assassin's Creed Origins,2017-10-27,3,4,1990,81,2024-08-26 15:03:34,2018,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,547486,110908,Ubisoft,Ubisoft Montreal,10000000
Assassin's Creed Origins,2017-10-27,3,4,1990,81,2024-08-26 15:03:34,2018,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,547486,110908,Ubisoft,Ubisoft Montreal,1030000
Elden Ring,2022-02-25,4,5,1204,95,2024-08-28 20:21:54,1241,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,Xbox Series S/X,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Online Co-Op,Fantasy,Difficult,Violent,Action RPG,PvP,Dark Fantasy,3D,Online PvP,Steam Trading Cards,Epic,Souls-like,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,549449,110796,Bandai Namco Entertainment,From Software,25000000
Elden Ring,2022-02-25,4,5,1204,95,2024-08-28 20:21:54,1241,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,Xbox Series S/X,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Online Co-Op,Fantasy,Difficult,Violent,Action RPG,PvP,Dark Fantasy,3D,Online PvP,Steam Trading Cards,Epic,Souls-like,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,549449,110796,Bandai Namco Entertainment,From Software,3640000
Elden Ring,2022-02-25,4,5,1204,95,2024-08-28 20:21:54,1241,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,Xbox Series S/X,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Online Co-Op,Fantasy,Difficult,Violent,Action RPG,PvP,Dark Fantasy,3D,Online PvP,Steam Trading Cards,Epic,Souls-like,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,549449,110796,Bandai Namco Entertainment,From Software,3040000
